"logFC" "logCPM" "F" "PValue" "FDR"
"LAMA3" -1.22707861625546 3.66107498413538 10.2165538793017 0.00147549293389806 0.00754516521583967
"TSGA10" -0.859869437569411 5.90956205150817 10.2160906485664 0.00147585643395771 0.00754516521583967
"ZNF385C" 1.83572034869723 1.94564021250065 10.2135687670704 0.00147783696697411 0.00755271803686801
"THOC7" -1.16458274401466 3.71448610803862 10.2062475510244 0.0014836019213058 0.00757679237427703
"UGT3A1" 1.89576464368262 1.83048259117545 10.2058139431409 0.0014839440736487 0.00757679237427703
"IFT22" -0.867084790124592 5.4503066494807 10.2056646069892 0.00148406193073781 0.00757679237427703
"TRAF3IP1" -0.706290892414933 6.91962310068212 10.2028733999079 0.00148626652119395 0.00758546769232273
"KMT2D" 0.833718869925873 7.02938290750861 10.197338330962 0.00149064815549214 0.00760524432832666
"TMEM254" -1.03658689464094 4.50971123840929 10.1961288099542 0.00149160737471524 0.00760755239363772
"MTND5P14" 1.79538289769973 1.89882574693959 10.1881931908985 0.00149791635091141 0.0076365775613338
"HEXIM1" -1.0396081575045 4.69174212376135 10.1875686042503 0.00149841405948524 0.0076365775613338
"RPUSD1" -1.60669701472593 3.02944337186505 10.1870535447127 0.00149882461663487 0.0076365775613338
"PITHD1" -1.13621012277459 4.00469801773978 10.1851631882399 0.00150033241142715 0.00764166592993605
"MCAT" -1.34747520258395 3.14418057998166 10.1793813006561 0.00150495376140642 0.0076626037851799
"ZNF581" -1.58417487325179 2.40634300134427 10.1776514004004 0.00150633924644783 0.00766705733780332
"MMP12" 1.83328898377694 3.22795600792178 10.1766590611112 0.0015071346004974 0.00766850520456475
"MSI2" -0.658157597740759 6.72154434070306 10.1686263687086 0.00151358848517989 0.0076987337046934
"MORF4L1" -0.60291931781826 7.03402302027336 10.1642010521703 0.00151715600702616 0.00771187682243005
"TNK1" -1.51742496640688 2.03691791761516 10.1641465261307 0.00151720001709766 0.00771187682243005
"RAB11B" -1.11191134818136 4.38311200419029 10.1623419949848 0.00151865725605183 0.0077166707560386
"ACSM2A" 1.75107368509415 3.70217170877173 10.1616486270363 0.00151921755962671 0.00771690543823922
"PRDM8" 1.88110217108539 3.08787110854221 10.1602675076206 0.00152033425423686 0.00771996520842196
"FHAD1" -0.785031590948684 6.96936636049403 10.1579760144797 0.0015221888657445 0.00772675822821031
"MCM10" 1.82484457200659 2.30210352073285 10.157343013138 0.00152270158821093 0.00772675822821031
"TASP1" -1.08039443284647 4.0473658200089 10.1460402156656 0.00153188630451785 0.0077707378948337
"ABLIM3" 1.65382993184063 3.60337129026649 10.1434052179684 0.00153403559915544 0.00777901160247404
"UNC5B" -1.39282032326549 3.2073648030587 10.1239791832232 0.00154997575326168 0.00785718880663891
"ZFYVE27" -1.47328480763306 2.27951663709593 10.1203685395814 0.00155295699060331 0.00786964362895194
"EXD2" -1.30610587174258 3.24935265722398 10.1092925943364 0.00156213859030531 0.00791349991241399
"CCDC102A" -1.51493562749058 2.36593646061171 10.1074475528199 0.00156367342222012 0.00791860258688393
"SOCS3" -1.34632107867551 5.93543757184798 10.1020490563942 0.00156817307027283 0.00793871088863243
"INMT" 1.80497102047359 2.70963370829182 10.1003610375739 0.00156958273348844 0.0079422731308644
"ADRA1A" 1.92289806441019 2.14770966779676 10.0999394499434 0.00156993500195034 0.0079422731308644
"C13orf46" 1.82737915389639 2.28913304216639 10.0986351237584 0.001571025374439 0.00794511147922151
"DPY19L4" -1.16158158073953 4.26331000273947 10.0968134261365 0.00157254954027729 0.00795014099008493
"TRAC" 1.48892443422191 4.08351950803603 10.0945274514096 0.00157446428090895 0.00795714102910549
"GID4" 1.26336754304606 4.0250415177202 10.0915805587221 0.00157693610558137 0.0079669508397093
"TTLL1" -1.3034732829381 3.22955742109005 10.0906742140918 0.00157769713138437 0.00796811370864043
"MTND1P11" -1.42659560727465 1.40723798810631 10.0799881042386 0.00158669808071137 0.0080087672651844
"PARVA" -0.780007982127261 6.23172368072026 10.0798512233018 0.00158681371396792 0.0080087672651844
"PXDC1" -1.17192282669128 3.86103869525349 10.0762303460323 0.00158987564373231 0.00801854855367006
"BLOC1S3" 1.39195732253412 3.48787275610892 10.0761062839945 0.00158998066090539 0.00801854855367006
"ZFAND5" -0.584128113227991 7.39663967086897 10.0756648741877 0.00159035436670725 0.00801854855367006
"MCEMP1" 1.92724341156871 3.67280770132176 10.0709987699198 0.0015943102421934 0.00803579473986669
"ANKDD1A" 1.58447683944282 3.31992719109786 10.0618124508355 0.00160212756327446 0.00807053069821997
"SFT2D2" 0.664628715841189 7.75528920455443 10.0612437899724 0.00160261275766279 0.00807053069821997
"HMGN2P46" 1.81720106892745 2.35634753852573 10.061006897071 0.00160281492414349 0.00807053069821997
"NOTCH3" -1.33928331546709 3.51794413616417 10.0510410947377 0.00161134335352463 0.00811075242669509
"TP53I3" -1.43741670582935 2.78644959055803 10.0452356976492 0.00161633268230492 0.00813313897465534
"QSOX1" -1.0822297279867 4.81197786033198 10.042103559174 0.0016190310530078 0.00814254570225124
"EGFR" -1.01119402899214 5.39595007179337 10.0418066626234 0.00161928707003464 0.00814254570225124
"LRP1" -1.02329634823399 5.7209229542926 10.0391554469566 0.00162157506654078 0.00815132007661659
"SOX15" -1.47544626549984 2.42476164822478 10.0365190629835 0.00162385352207532 0.00815742543428138
"GPR34" 1.75106533106032 2.60315887996818 10.0364924227111 0.0016238765621341 0.00815742543428138
"FPR2" 1.89823437632808 5.53050120533123 10.0341146277375 0.00162593435674513 0.00816503000827851
"MIPOL1" 0.83877261365749 8.85643124551685 10.0316841338507 0.00162804049771082 0.00817164975025396
"PIGT" -1.47544271182818 3.42536947723494 10.0313371533839 0.00162834139926779 0.00817164975025396
"NPAP1" 1.78663844202448 3.31315292596607 10.0295456792943 0.00162989586577515 0.00817671689347761
"IFI30" 0.998426732186871 6.43428550180507 10.023369615668 0.00163526642535702 0.00820091849134946
"ANTXR2" 1.37033510171946 5.13977809781494 10.0216786530142 0.00163673998112227 0.00820556683922686
"H3P37" 1.7748440840096 1.7439101615301 10.0148466847235 0.00164270732101933 0.00822821144313348
"C4orf47" -1.3620841623245 3.12066085781223 10.0146789958401 0.00164285406558156 0.00822821144313348
"STING1" -1.18409878264057 4.42365457576882 10.0146249330777 0.00164290137875223 0.00822821144313348
"ACAP3" -1.42710789495121 2.98088935682596 10.0120578484414 0.00164514956487117 0.00823672280477526
"TAS2R4" 1.82483348064629 1.86518199754103 10.0108775355232 0.00164618430160882 0.0082391551741075
"RGMA" 1.53477012766837 3.77515170212063 10.0014940945507 0.00165443399028476 0.00827768473139139
"FLNB" -0.753936689912263 6.68645736188818 9.99521044203141 0.00165998190595974 0.00830267524440378
"UPK3BL1" -1.67027887184907 2.96871154794798 9.99353863935618 0.00166146114433544 0.00830570541914693
"EPS8L1" -1.19763768092074 3.90385936830475 9.99327512472136 0.00166169442862746 0.00830570541914693
"RALGDS" -0.899980308943544 5.96513544076504 9.99218661623939 0.00166265841656785 0.00830775726787064
"DAPK3" -1.50014939964085 2.48633347793725 9.98040059590429 0.00167313264469995 0.008357311479849
"MISP3" -1.50404572515768 1.6963969277839 9.97826706447577 0.00167503587134641 0.00836403474015622
"KIRREL3" 1.85559251056102 2.17449465185204 9.97526189080322 0.00167772038464276 0.00837465346640765
"ADAMTS12" 1.97435929953786 2.04803626616658 9.97207839611796 0.00168056896286433 0.00838608382067606
"CGN" -0.830435991450576 5.92001141521129 9.96761385025992 0.00168457210588099 0.00840326597184235
"SLC2A6" 1.82530949587324 1.8283713073302 9.96675477894406 0.00168534350518863 0.00840432093451208
"CCDC90B" 0.835331501365747 6.47374671111727 9.95745569136398 0.00169371659918171 0.00844327006101542
"CLMN" -0.690211998974154 7.06061342034837 9.95280621353324 0.00169791893405094 0.00846140876497496
"PCNT" -1.0330990584042 4.45307622378704 9.95212997533416 0.00169853102043851 0.00846164972345901
"SLC11A1" 1.59147625352879 5.09185350560101 9.94954356876382 0.00170087413630596 0.00847051120967236
"PPP2R3A" -1.0307486608224 4.54260533937353 9.94872148414746 0.00170161957948062 0.00847141289817714
"CBX4" -1.21494109851437 3.78938062854521 9.94115266762521 0.0017084983957755 0.00850134055637313
"GOLGA6A" 2.00719736296538 2.07561421824607 9.94086127547395 0.00170876378804648 0.00850134055637313
"PRDX3" -0.838767647738213 5.56642990720472 9.93800228218789 0.00171136990770486 0.008511485193721
"NFKBIB" -1.22798570727244 3.16400157206339 9.93535638914988 0.00171378537604595 0.00852067522174552
"BBS4" -1.04499353144142 4.81348182650225 9.93413539836369 0.00171490120215245 0.00852339968354576
"CYP4F35P" 1.90343884862772 1.98921628088098 9.92992229337477 0.00171875710478665 0.00853973655837391
"DNAH3" -0.870183045446019 8.06631288677099 9.92850698559628 0.00172005439467496 0.00854227535368328
"UBL4A" -1.42797058745311 2.89689742929412 9.9276412874051 0.00172084839579728 0.00854227535368328
"C9orf152" 1.00723662113392 4.81522712216204 9.92750285873021 0.00172097539437297 0.00854227535368328
"NDUFS8" -1.21031778291239 3.79567356291987 9.92668007424487 0.00172173043795829 0.00854319797479468
"EEF1A1P5" -1.86618223448535 3.54274130882798 9.92433102073896 0.00172388794487919 0.00855107668626459
"CEACAM7" -1.60914993734305 2.30694631751277 9.92198381908682 0.00172604649662598 0.00855895537309414
"OVOL2" -1.48974931300505 2.56287031448727 9.91728563165904 0.00173037533924406 0.0085775871340995
"GNPTG" -1.22703011704326 3.58899274140766 9.91232464786354 0.00173495830175901 0.00859746586642546
"MCTP2" 0.971714535018539 6.42730041822476 9.90864202224341 0.00173836829514505 0.00861152082842481
"KIAA1522" -0.755160320657749 7.09524232643735 9.90509785808579 0.00174165651289003 0.00862496346370156
"VSTM2L" -1.55292862321923 2.75704907408121 9.9040383242618 0.00174264075851715 0.00862699135400474
"NUCB1" -1.08655650365825 4.42200479543758 9.90246516975771 0.00174410317140321 0.00863138430687838
"NHLRC4" -1.63561896363117 2.45477491392619 9.89912015842046 0.00174721686092734 0.00864394366595891
"CENPT" -1.34328009177619 2.90114016172599 9.89356389732199 0.00175240138015793 0.00866673631504795
"RP1" -1.01271460320284 6.92381024968967 9.88653144275166 0.00175898576413713 0.00869630565402039
"B3GNT6" 1.86167561309757 1.84111385189517 9.88594178685642 0.00175953899208927 0.00869630565402039
"GINM1" -1.24587365845592 3.49985085167982 9.88012467251884 0.00176500622649735 0.00872045538503136
"PCDHGA8" 1.85498981689583 2.43915036102108 9.87691492152136 0.001768030313853 0.00873171641581359
"TRPM8" 1.79384040112046 2.01589981554778 9.8764710821991 0.00176844889434199 0.00873171641581359
"CSPP1" -0.791207082668964 6.57363544496305 9.87464478366854 0.00177017231915594 0.00873735169698476
"DELEC1" 1.61980237920797 3.24984921945792 9.87325582626619 0.0017714841811546 0.00874069250841931
"GFAP" 1.42220953551443 3.25240783225348 9.87269536752343 0.00177201381100066 0.00874069250841931
"FNIP1" 0.864061349135984 6.00083464210538 9.8674812054882 0.0017769488839136 0.00876215596174218
"CCL22" 1.54157440653184 3.16534549824642 9.86066705604889 0.00178341937889556 0.00879117401550816
"SLC9A3R2" -0.973937649830291 4.89894258053901 9.85955352945204 0.00178447902287483 0.00879350956446198
"OR7E47P" -1.29171270513907 3.45468620314232 9.85637434387618 0.00178750789507605 0.00880554430754563
"MGST1" -0.946252056087322 4.7261179333013 9.85535525047598 0.00178847991135796 0.00880744208316372
"PKM" -0.552523008910218 8.0736520493891 9.84749838762058 0.0017959918947861 0.00884153438528676
"HCN1" 1.91783569216157 2.14354392799557 9.83949582976476 0.00180367616482468 0.00887645220787491
"SLC25A10" -1.46544922336403 2.80816280744676 9.8365127014399 0.00180654919183062 0.0088852488734594
"PRSS23" -0.613183589746133 7.46970428957246 9.8364106706937 0.00180664753909381 0.0088852488734594
"AKR1C3" -0.957999232536487 5.02163849869707 9.8284024637999 0.0018143836452978 0.00892037291710448
"WBP1L" -1.00874509632414 4.71726410869512 9.81996825683064 0.00182256770636923 0.00895610224702169
"C17orf80" -1.00938775685272 4.40068699997943 9.81928385559906 0.00182323345386258 0.00895610224702169
"ABCB6" -1.46344503502752 2.69408242359855 9.81907061071421 0.00182344093716844 0.00895610224702169
"KDM1B" -1.11271532946473 4.7488856739619 9.81096786786496 0.00183134257202614 0.00899196990713522
"PPP4R4" -1.43389718841173 2.83162131597872 9.8057098898871 0.00183648867013376 0.00901428873077427
"ELMOD2" -1.24027442296752 3.55034755025249 9.80075047741229 0.00184135603323506 0.00903522525624656
"AHNAK" -0.693840413772 9.80081280319875 9.7994317815184 0.00184265246010658 0.00903863183862738
"AREG" -1.4819463053532 2.71337230080198 9.79794794729466 0.00184411234659686 0.00904283774009112
"CTXND1" 2.08553412845817 2.23711592425129 9.79372129302133 0.00184827723746383 0.00906030089298891
"USP22" -0.73639268733005 6.24655139249742 9.79208147569651 0.00184989566704055 0.00906527390214778
"SPON2" -1.45317985359877 2.48934842422417 9.78830732357087 0.00185362607216873 0.00908054139099482
"KRT18P31" -1.5854725649938 1.76617450342642 9.78770598829393 0.0018542211434643 0.00908054139099482
"ZBTB18" -0.932539332669831 4.90651556515024 9.78325486410469 0.0018586319474017 0.00909821811487638
"WDR45B" -0.892496910318135 5.17176126076823 9.78284063302104 0.00185904296857601 0.00909821811487638
"IFT27" -1.30366631418196 4.21622406053816 9.78053736288536 0.00186133007718016 0.00910644213118454
"MTCYBP23" 2.08899077659021 3.04442465374749 9.77974469508146 0.00186211784474898 0.00910732774509034
"PIWIL2" 1.81695743865142 2.05577854652944 9.77836842380633 0.00186348641356713 0.00911105246503019
"ARL16" -1.35028946410077 3.12789449447097 9.77657135977223 0.00186527496026585 0.00911393922538413
"SNX10" 1.16914881082044 5.40794922663834 9.77655502474688 0.00186529122587475 0.00911393922538413
"WBP1" -1.15557219301369 3.90187116642153 9.77448699160952 0.00186735163648679 0.00912103744343208
"GSTO2" 1.25883353479132 4.90372281518313 9.7652629852365 0.0018765698700865 0.00916308189655121
"DAAM2" 1.9429164950581 2.13534825479515 9.76283083699026 0.00187900819815241 0.0091720042452903
"ODR4" -1.11358102331 4.40806157124574 9.75301578892303 0.00188888097266941 0.0092171987645539
"CERS3" 1.85393253362144 1.97028495623513 9.75231226554566 0.00188959065703526 0.00921766518105272
"PSMC3" -1.01651717081253 4.35767119275081 9.73822542229698 0.00190385808856302 0.00928424623435054
"OFD1P17" -1.56303271087336 1.86244086879745 9.73533155355482 0.0019068025965935 0.00929558524679065
"CCDC125" 0.829397600533278 6.71909241305665 9.73428980684976 0.00190786370617062 0.00929773838624057
"MKS1" -1.29131272334944 3.5192371159211 9.73277443197888 0.0019094083196363 0.00930224565976661
"CXCL17" -0.748813044409092 6.75141757767616 9.72307049219534 0.00191932969261414 0.00934754662107014
"MAGEF1" -1.22480790008363 3.17876786606793 9.71775680198705 0.00192478464783915 0.00937107283946341
"EIF5A" -0.900253258581943 5.13186645547634 9.71698827124956 0.001925574914417 0.00937188050110221
"PROSER2" -1.29848481958043 3.11495958911081 9.71246647586819 0.00193023128510735 0.00939149808410416
"CXCR2" 1.59327352831013 7.1970496085616 9.71080893579745 0.00193194102344679 0.00939677082369939
"CREBBP" 0.631630415442621 7.57643171773352 9.7043817714784 0.00193858516906304 0.00942603284341956
"P2RY10" 1.41576517812101 4.22270612410291 9.69817422702948 0.00194502434689152 0.00945427961361453
"NELL2" -1.27407442227807 4.53270289371243 9.69465639996764 0.00194868309542849 0.00946899749510575
"AKR1B15" 1.24264817130911 4.51273713105028 9.69354651101664 0.00194983889800279 0.00946928117999683
"RUNX3" 1.1449818055362 5.27014414726688 9.69338878406093 0.00195000320635378 0.00946928117999683
"SULT1B1" 0.896188235623581 7.75466857375206 9.69159845385574 0.00195186922838619 0.0094724948008012
"ACADVL" -0.957339285227852 4.83894640649808 9.6915429161495 0.0019519271431631 0.0094724948008012
"TRMT112" -1.2182934943163 3.70291179742311 9.69049025961671 0.00195302518510228 0.00947476019016973
"RORA" 0.756250705428774 6.46212674886036 9.68107862163082 0.00196287057481852 0.00951944663264166
"LRRD1" 1.84333665977655 2.44364490416595 9.66604567307166 0.00197870119129033 0.00959312173167567
"SUPT6H" 0.69149818310357 6.75143122627246 9.66048577552784 0.00198458895373925 0.00961556320915659
"FCGR3B" 1.61389475838645 6.6926263393658 9.66046475530787 0.00198461124729961 0.00961556320915659
"ERCC1" -0.991186737722929 4.6676076832581 9.65915848516388 0.00198599714725874 0.00961760592668868
"ABCD1" 1.52699117524839 3.50851440049511 9.65869366344398 0.00198649054184308 0.00961760592668868
"SYNRG" 0.781643677485573 6.51521171337873 9.65825612009415 0.00198695509518065 0.00961760592668868
"PNPO" 1.14205743008851 4.73321321650862 9.64586388868183 0.00200015830671528 0.00967839335389953
"TEX26" -1.07413634315933 4.98610325245268 9.64340355044809 0.0020027902575159 0.00968800572520582
"CEACAM5" 0.950998417801103 8.29641789007305 9.63990182241805 0.00200654231428093 0.00970302839476699
"TRIM71" 1.75462331126762 2.45187156565815 9.63452093945428 0.00201232180447952 0.00972784228188006
"NRM" -1.57132636229108 1.98760767830613 9.63317534482686 0.00201376972397666 0.00973170751992586
"UGCG" -0.73847332288531 5.91877772533565 9.62748684525504 0.00201990252342619 0.00975820305008918
"XKR5" 1.9123761072203 2.16302652360525 9.62584848592969 0.00202167236883296 0.00976361076453755
"TIGD4" -1.47961599044767 2.36323966798401 9.62463072799076 0.00202298887972654 0.00976682633795284
"STRC" 1.67566008266848 2.90490024597117 9.62192760201423 0.00202591433111532 0.0097757851950641
"TCEA3" -1.03850447136743 4.45648978703919 9.62145370366629 0.00202642764970199 0.0097757851950641
"C10orf82" 1.80738125970748 1.93218306188251 9.62111152914776 0.00202679836955626 0.0097757851950641
"C4orf36" 1.1868914304398 5.27747010656014 9.61980286290186 0.00202821684581943 0.0097770974320366
"HNRNPA0" -0.979340704032694 4.30967250277412 9.61965868990757 0.00202837317810539 0.0097770974320366
"LRATD2" -1.48902724523557 3.5573416323189 9.61123964183194 0.00203752356768793 0.00981508224741443
"SLC39A13" -1.35915018069259 2.93807506085038 9.61120493341177 0.00203756137794426 0.00981508224741443
"GAS2L3" 1.47091234025811 3.25851780320829 9.59895026382101 0.00205095595257809 0.00987643530580593
"CYSTM1" -0.795204555243308 6.09741249623605 9.59826317885367 0.00205170959588716 0.00987689577750682
"GLIPR2" -0.815376553533653 5.52372466427023 9.59501410831497 0.00205527722438841 0.00989089808851234
"NMUR1" 1.75352524089591 2.25916755105295 9.59192919162892 0.00205867044624625 0.00990405237120393
"MTF1" 0.749329970995771 6.23494846224421 9.59037397056741 0.00206038325604696 0.00990481310470029
"SRCAP" 0.753645237377433 6.9388216095073 9.5899943395307 0.00206080157478259 0.00990481310470029
"BOD1" -1.14702463419934 3.66297873441183 9.58998831291964 0.00206080821625443 0.00990481310470029
"ZNF583" 1.4378874406841 3.30264414667312 9.58876190976487 0.00206216019559286 0.00990813845577748
"LOXL3" 1.74974125782798 1.93069450685631 9.58610286688541 0.00206509460869868 0.00991906242450151
"TIMM29" -1.43752106684108 2.01509381426805 9.58483253366205 0.00206649799692117 0.00992011709225657
"USP43" -1.29220160910916 3.62001472089113 9.58470767484974 0.00206663598584186 0.00992011709225657
"CCT6P1" -1.47790061274838 2.37230865814314 9.5825435268247 0.00206902920504277 0.00992842978506775
"AK8" -1.18152172180524 3.98613013290179 9.58120509055318 0.00207051072352759 0.00993236368173509
"PGBD2" 1.48114790179261 3.79439315205841 9.57603986119577 0.00207623825707007 0.00995407649898345
"TRIM44" 0.608831928383443 7.33206128558392 9.57592723310629 0.0020763633256707 0.00995407649898345
"DEAF1" -1.40106700011143 2.89687914278897 9.5728397516431 0.00207979482685761 0.00996734366255832
"SLC25A30" 0.996785457845265 4.9552617553633 9.56389871419569 0.00208976469955503 0.0100119272710887
"NIPSNAP2" -0.754644125783884 5.47300267649854 9.56264614118412 0.00209116528326132 0.0100154406195764
"HYOU1" -0.974342202942742 4.60993890096581 9.56034288781783 0.00209374319487613 0.0100236459200153
"SLC36A1" 1.28317712698883 4.23207382978221 9.55992246816156 0.00209421409761279 0.0100236459200153
"SORT1" -0.797999653537366 6.03846764640214 9.55804019049625 0.00209632371685135 0.0100305447848067
"QPCT" -1.55222947152108 2.88624289255114 9.55541155602488 0.00209927345717735 0.0100414578050452
"CHRNB2" 1.90344167844124 2.37155602613631 9.55388544137185 0.00210098793478989 0.010046457120483
"DNAAF2" -1.11312071513569 3.98566882591732 9.54614285421924 0.00210970813960994 0.010084942412594
"SEC24D" 0.73215774902878 6.19306511429787 9.54031345350311 0.00211629788662242 0.0101132223107935
"FGD5P1" 1.72194653180108 1.56035553934647 9.52356209612657 0.00213535099422886 0.010201024323162
"ZC3H7B" -0.967527480004919 4.62160548560815 9.52167639794682 0.00213750670321291 0.010208073692404
"TM9SF1" -1.17228188274784 3.73244998189525 9.5202025995184 0.0021391930748343 0.0102128778795365
"ADCK2" -1.52052935138568 2.302209290455 9.51869823727537 0.00214091581504077 0.0102178525862518
"SCAMP4" -1.09942490217656 4.16554808207875 9.51602893320931 0.00214397607970063 0.0102292056440898
"IGHM" -1.67062253119055 4.17667494512639 9.51448604104384 0.00214574698200452 0.0102344017158843
"ALG5" -1.40752192927282 2.50423608279103 9.51309134404653 0.0021473490697063 0.0102387895604484
"WDR19" -0.876247701532402 5.87965053004251 9.51190344218101 0.00214871457189505 0.0102420469114464
"ENAH" -0.574375720112639 7.63102676529092 9.51103996415471 0.00214970770102936 0.0102435278071272
"TICAM2" 2.00482965166963 2.44532829103628 9.50898471856129 0.002152073421106 0.0102515461919394
"NUDT4B" -1.58735632577603 2.6828325188205 9.50816656547652 0.00215301590514994 0.0102527819594862
"SIX1" -0.886503109583742 5.18632494671021 9.50573275118112 0.00215582205916346 0.0102628890288752
"DHX16" -1.03641058878014 4.24740684525434 9.48954539581045 0.00217458080487791 0.0103476593246518
"ARHGAP20" 1.3774249801226 3.78455981349742 9.48870143006297 0.00217556338026338 0.0103476593246518
"IGF2BP2" -0.94775485309617 4.63508913220474 9.48858664060102 0.00217569705720194 0.0103476593246518
"LAMA1" 1.70237902626723 2.71398343106401 9.48689496175663 0.00217766805482623 0.0103537527725505
"ARHGAP19-SLIT1" 1.83446816781688 2.01349272961292 9.48407676698857 0.00218095560750674 0.0103660999584155
"COA5" -1.28169552074869 3.15429251955363 9.47395839544656 0.00219280083205142 0.0104158134404634
"SLC27A5" 1.38763274015868 4.6385325096223 9.47395669383016 0.00219280282957124 0.0104158134404634
"CCN4" 1.82808683269826 2.53888880958024 9.46991194419975 0.00219755618107842 0.0104320957107344
"PDE4B" 1.22673075369693 7.09626764297748 9.46985710859944 0.00219762069535924 0.0104320957107344
"CAMLG" -1.16578012279564 3.31553808195753 9.46871063716162 0.00219896996467828 0.0104352004963076
"ZNF283" 1.4509057501632 3.29316641719917 9.46423646574259 0.00220424363750052 0.0104553568358949
"COMMD5" -1.39571983407199 2.89143055044975 9.46392558184798 0.00220461055200581 0.0104553568358949
"KCNK6" 0.909429114081226 5.14395724835746 9.46038866635071 0.00220878930519502 0.0104718659099739
"KRR1" -0.810991067509885 5.40621324547015 9.4596696159824 0.00220963982593191 0.0104725903969807
"MINAR1" 1.78204396337234 1.86075842337483 9.45854777796817 0.00221096744533937 0.0104755749225202
"HTRA1" -1.46683406185409 1.86492182057641 9.44887088441862 0.00222245315495367 0.0105258529308934
"MLF2" -0.844443012711373 5.35216904777585 9.44842688814687 0.00222298159832992 0.0105258529308934
"CACYBP" -0.930830233403186 4.89196139601732 9.44355431336925 0.00222878933622547 0.0105494371589151
"PSMC5" -0.88539322163838 5.13578263670558 9.44306947916983 0.00222936806582804 0.0105494371589151
"ZNF688" -1.25198975777783 3.36273817403535 9.44072001708744 0.0022321747037315 0.0105593893170532
"PRICKLE2" -1.37717447689861 3.7456661970439 9.43227752959178 0.00224228970902534 0.0106038968281255
"GABRA1" 1.69735672945903 1.70515016211345 9.41971482095245 0.00225742762023707 0.0106721223873255
"PPP6R2" -0.956169689654511 4.76742410599134 9.41679074999021 0.00226096598996435 0.0106854847321678
"SRSF9" -0.856291639693067 4.81657267272678 9.41310508298394 0.00226543399850356 0.010703230820755
"METTL26" -1.5522844890173 2.7917006378269 9.4042445565328 0.00227621212540629 0.0107507690378692
"CCDC81" -0.957330740984365 5.33036796843564 9.40100200726125 0.0022801694632292 0.0107660722375182
"LILRA6" 1.49896427719934 4.45167592345148 9.39844195299139 0.00228329880377377 0.0107770989155169
"COL9A1" 1.76399974093337 1.93737203002659 9.3975202854882 0.00228442649502274 0.0107770989155169
"DCTPP1" -1.28762811248449 3.2727982984336 9.39733047026822 0.00228465881073782 0.0107770989155169
"EMBP1" 1.85836196716551 2.40344137245833 9.39670893379845 0.00228541968038317 0.0107773011003932
"OTUD4" 0.656322094338404 7.08894106041419 9.39607245909588 0.0022861991043721 0.0107775906270808
"FAT3" 1.69509883376899 1.96895144031595 9.39035312699843 0.00229321512434111 0.0108072712767222
"PDE4D" 0.910196388514292 5.69705102735823 9.38907231002716 0.0022947893299218 0.0108112956189976
"RPS4XP5" 1.74090156064335 2.80040287186273 9.3862723212781 0.00229823452652087 0.0108215218868412
"RNF222" 1.75225047987544 1.80119943952522 9.38613644218101 0.00229840185044969 0.0108215218868412
"PCGF6" -1.36781154927993 2.74650676711377 9.38371079190077 0.00230139092680441 0.0108321974949308
"SH3YL1" -0.926461886406809 4.57181893719961 9.38143032327048 0.00230420470804484 0.0108420415886373
"PTGES3" -0.650505488212953 6.97183262542117 9.37772982233633 0.0023087780662764 0.0108568460865875
"ANKRD42" -0.811148650250181 5.55552720214991 9.37771399332898 0.0023087976487933 0.0108568460865875
"HS3ST6" -1.53140492583662 2.65553508249174 9.37711306040412 0.00230954120514415 0.0108569412744171
"GAB3" 1.39504118131227 4.1136710264879 9.37625422283707 0.00231060429956023 0.0108585380514712
"SLC26A8" 1.72902613240978 2.90940734234302 9.37441945437732 0.00231287709921059 0.0108658169825199
"TNC" -1.14645397430463 4.68538815318354 9.37194585757006 0.00231594484360057 0.0108768248130302
"FAM13B" 0.675598873969702 6.98764528124217 9.3696296473723 0.00231882115316616 0.0108869269656003
"GCDH" -1.50115285830478 2.16736543386093 9.36780868807552 0.00232108500493183 0.0108941481938796
"VSIG4" 1.67020185042869 3.08316898693901 9.36654160831135 0.00232266159040775 0.0108981401913161
"IP6K1" -1.05594982029018 4.15708032782211 9.36219121543735 0.00232808294279817 0.0109201640535627
"MTCYBP35" 1.79788008838835 2.52424921695556 9.35864731639753 0.00233250878303507 0.0109375060397864
"DMRT2" -1.16907141136887 3.89559262850317 9.35261746241063 0.0023400589337222 0.01096948300911
"MTND5P32" 2.05495849119645 4.12092058176023 9.35077388174253 0.002342372296181 0.0109768992087658
"CLIC1" -0.610098921467618 7.34708570662847 9.34798313808071 0.0023458786088051 0.0109898994750826
"GNB1" -0.617730096731829 7.37290323639248 9.34709948979177 0.00234698994506406 0.0109910970801452
"FAM172A" -0.956963715678568 4.63798643086448 9.34661559589416 0.00234759875009631 0.0109910970801452
"SDSL" -1.47635594662341 1.85044829706081 9.34585390306159 0.00234855739012037 0.010992156665328
"GLO1" -0.924503730510283 4.87038741599202 9.34150587748721 0.0023540372994925 0.011013539931405
"DRC7" -1.11736784743039 4.25896672190075 9.34106507363404 0.00235459358027172 0.011013539931405
"CLTB" -1.13031969342352 3.96196382264813 9.33536443705765 0.00236179967565736 0.0110438047138993
"A2M" 1.02077946395608 6.36684548646546 9.33253439157946 0.00236538543318332 0.0110571271728688
"EVPL" -1.03756771374494 4.42831887221749 9.3307168606029 0.00236769122511273 0.0110644599280642
"C2orf27A" 2.00591145940179 2.48211984450514 9.32677925846915 0.0023726944761403 0.0110843896940137
